"no stimulus","10 min","15 min","30 min","1h","no stimulus","10 min","15 min","30 min","1h",
0.6587,2.9264,1.2451,1.1816,1.2737,1240.7596,776.5970,1001.9448,415.2325,241.0593,1.0000
0.9144,5.3441,5.8810,1.0127,1.2913,638.3358,1221.0080,897.3511,984.4377,946.7301,1.0000
0.8034,4.8317,3.2260,0.8413,6.4596,751.9075,178.6622,615.4419,965.5839,928.3252,1.0000
0.8909,1.2082,1.2969,0.7685,1.0009,808.4689,900.9423,497.3812,1015.8607,672.9011,1.0000
0.7965,3.4132,8.0753,1.6385,0.9542,543.6179,828.2205,532.8443,907.6758,728.1158,1.0000
0.7996,8.5255,0.9023,1.8961,0.8325,788.7173,738.4405,592.0991,569.2052,1115.0676,1.0000
0.3430,1.6585,11.8795,2.3682,3.2155,181.8045,705.6708,265.2999,510.8482,604.2194,1.0000
0.5013,1.3794,1.2332,2.5953,1.0208,346.5508,601.9749,595.6903,401.3166,206.0451,1.0000
0.7124,9.3381,1.7545,0.9069,1.3855,556.1871,600.1793,307.0476,723.1779,410.7435,1.0000
0.8636,1.7143,3.5655,0.9562,0.9130,1417.6262,549.9025,1185.9938,963.7883,355.5288,1.0000
0.9126,0.8879,1.4492,4.2894,0.6578,720.0356,800.8376,702.0796,379.3205,533.7421,1.0000
1.0900,1.6317,1.8270,1.0448,1.5134,803.9799,254.0774,594.3436,793.2063,386.0540,1.0000
0.9028,5.9783,9.0166,3.6600,3.9464,160.7062,398.6232,800.3887,205.1473,1143.7972,1.0000
0.8768,1.3553,5.7001,1.2925,0.6028,279.6647,580.4277,171.0309,922.4895,595.6903,1.0000
0.9615,2.2133,5.2821,1.1056,0.6285,795.4508,640.1314,879.3951,995.2113,874.4572,1.0000
0.6901,1.7348,1.8879,0.8863,0.6787,582.6722,555.7382,772.1080,998.3536,558.8805,1.0000
1.1696,1.1059,1.2241,1.2921,0.8879,495.5856,667.0654,728.1158,292.6828,347.8975,1.0000
0.8458,1.1667,1.1052,2.5933,0.8624,158.0128,640.5803,634.7446,496.4834,312.8833,1.0000
0.7675,4.8719,1.2046,0.9656,3.8710,389.6452,784.2283,548.5558,1461.1695,476.2829,1.0000
0.9310,2.7734,0.6780,2.5772,1.1567,208.2896,717.3422,340.7151,485.2609,482.1186,1.0000
0.8884,1.4530,0.6533,3.0933,3.2682,535.9866,648.2116,281.0114,471.3450,244.2016,1.0000
0.6863,2.0821,4.9289,0.7208,1.0164,165.1952,375.7293,1235.3728,856.5012,893.3110,1.0000
0.6604,2.4803,12.3025,0.6346,0.9697,299.8652,654.4962,587.6101,685.4703,588.5079,1.0000
0.5996,1.4009,1.6111,0.7019,2.0239,521.1729,603.3216,456.0824,597.4859,589.4057,1.0000
0.7011,3.3827,1.6840,0.6239,1.1592,723.1779,180.4578,551.6981,779.2904,1082.7468,1.0000
1.0536,1.4901,9.6896,0.8313,0.7823,729.0136,660.3319,971.8685,882.9863,866.3770,1.0000
0.8999,2.5533,4.1830,0.7497,4.6505,233.8769,355.5288,627.5622,652.2517,571.0008,1.0000
1.0418,4.9806,6.2658,0.9001,1.1845,934.1609,723.6268,333.9816,334.8794,833.1584,1.0000
1.0001,3.2453,13.9299,0.4702,0.9020,269.7889,368.5469,687.2659,702.9774,942.2411,1.0000
0.8560,1.3554,3.7478,0.7088,1.1995,872.2127,291.3361,408.4990,418.8237,783.7794,1.0000
0.9426,1.2203,1.4221,0.7106,1.0197,833.6073,825.9760,346.5508,450.2467,663.9231,1.0000
1.1652,3.2086,6.4476,1.5975,1.0672,585.8145,654.9451,689.9593,177.3155,697.1417,1.0000
0.9538,1.7084,6.0628,0.5095,0.6463,401.7655,700.7329,491.9944,429.1484,158.9106,1.0000
1.2402,1.6694,1.3522,0.7009,0.7447,603.7705,333.0838,410.2946,921.5917,254.0774,1.0000
1.2590,1.1396,1.3540,5.2134,0.7804,479.4252,355.5288,213.2275,942.6900,169.6842,1.0000
1.4029,3.3027,8.5889,4.7076,1.0131,254.9752,170.1331,757.2943,1403.7103,564.7162,1.0000
0.9038,1.1377,4.5770,0.8253,0.7891,232.5302,611.8507,277.8691,850.2166,779.7393,1.0000
1.0395,3.1311,3.6942,0.7617,5.5571,285.9493,523.4174,409.3968,760.8855,610.5040,1.0000
2.4067,1.1962,1.4142,3.2024,0.7818,237.4681,583.5700,650.4561,501.4213,388.7474,1.0000
1.8113,2.4422,2.7150,2.0238,1.2195,517.1328,688.6126,991.6201,636.9891,615.8908,1.0000
1.2066,2.2741,2.5933,0.5983,1.1023,620.3798,264.8510,437.6775,604.6683,698.9373,1.0000
0.9410,3.0041,1.2047,2.2639,0.7674,435.8819,628.9089,645.0693,363.6090,412.5391,1.0000
0.7235,1.1516,9.3402,1.0335,0.8624,295.3762,664.3720,196.1693,1044.1414,575.0409,1.0000
0.7597,0.7379,4.2605,0.9089,0.8475,795.8997,282.8070,162.5018,222.2055,535.9866,1.0000
0.8574,1.7343,0.5825,1.2137,0.7982,718.2400,169.2353,181.3556,180.4578,524.7641,1.0000
1.0677,0.9956,0.5405,1.1374,1.5711,1131.2280,366.7513,400.4188,827.3227,621.2776,1.0000
0.9509,5.3682,0.7341,0.7180,0.7619,503.2169,309.7410,382.4628,811.6112,892.4132,1.0000
0.9455,2.7807,1.2080,3.8261,0.8201,250.9351,610.9529,339.8173,936.8543,254.0774,1.0000
1.0073,1.1956,9.6367,3.6513,7.6552,481.6697,785.5750,559.3294,983.0910,335.7772,1.0000
0.6441,1.7896,2.3141,0.9786,2.9766,667.9632,918.4494,751.4586,628.9089,965.1350,1.0000
0.8442,6.9725,6.7026,0.8506,1.0543,220.8588,720.0356,226.2456,838.0963,608.7084,1.0000
0.9798,2.8119,1.4952,0.8159,4.2227,471.7939,330.3904,396.8276,882.9863,1103.8451,1.0000
0.9961,1.5415,4.0784,0.8251,5.1698,161.1551,482.5675,276.0735,890.6176,652.7006,1.0000
1.2944,2.9233,6.9127,0.8854,0.7712,496.4834,1055.3639,667.5143,866.3770,1288.3430,1.0000
0.9239,2.5858,2.6448,0.7430,0.8307,697.1417,275.1757,190.7825,604.6683,1206.1943,1.0000
0.7893,0.7872,4.8960,2.8378,1.0811,478.9763,980.3976,460.5714,537.7822,491.9944,1.0000
0.9349,1.0914,1.7545,1.6949,0.7556,729.0136,185.3957,455.1846,516.2350,743.3784,1.0000
0.8246,2.1949,5.6839,1.8980,0.5522,573.2453,994.3135,295.3762,570.1030,463.2648,1.0000
0.8064,5.0158,1.6615,0.7088,3.8883,1279.3650,811.6112,527.4575,767.1701,185.8446,1.0000
0.7813,5.9473,8.9004,4.2297,1.0425,1159.0598,251.3840,1230.4349,1439.1734,892.4132,1.0000
0.7307,3.2299,3.3463,0.7801,4.5743,565.6140,852.0122,656.2918,222.6544,779.2904,1.0000
0.7287,1.2814,1.8286,1.1533,8.3189,574.1431,484.3631,505.9103,1181.5048,281.4603,1.0000
0.8139,2.9345,1.1406,1.1692,0.9853,814.7535,597.9348,724.0757,196.1693,736.6449,1.0000
0.9085,2.2661,1.6831,1.1971,0.8356,461.9181,651.3539,485.2609,1205.2965,519.8262,1.0000
0.9434,0.9999,1.2222,2.7555,0.8101,738.4405,332.1860,564.7162,153.5238,645.9671,1.0000
0.9754,1.6208,1.1730,0.7619,1.1371,613.1974,501.4213,154.8705,683.2258,566.0629,1.0000
0.9132,1.0324,1.1822,0.6680,7.8089,196.6182,411.1924,591.2013,205.5962,996.5580,1.0000
0.8189,1.1630,6.6529,0.4815,0.9132,281.4603,770.3124,641.4781,203.8006,590.7524,1.0000
0.9657,1.0601,1.3922,0.5031,1.5601,814.3046,1016.3096,566.5118,249.1395,487.0565,1.0000
0.6463,0.9180,6.2445,0.8210,6.0977,476.7318,819.2425,889.2709,382.4628,806.2244,1.0000
0.6781,1.0420,3.7894,2.5485,4.6663,499.6257,519.8262,315.5767,324.5547,286.3982,1.0000
0.8551,0.7368,1.9959,1.3009,0.9426,232.9791,390.0941,294.9273,435.8819,529.2531,1.0000
0.9436,0.8759,2.2600,1.3640,2.4126,526.5597,267.9933,433.6374,270.2378,302.1097,1.0000
1.0991,0.8500,3.7616,1.0410,6.2176,621.2776,1003.2915,217.7165,1100.7028,496.4834,1.0000
0.8762,1.0611,1.7000,1.3118,1.4443,478.0785,566.9607,221.7566,651.8028,337.1239,1.0000
1.2257,1.4074,2.9278,3.9800,0.8858,592.0991,278.7669,427.3528,1282.5073,513.9905,1.0000
1.2987,2.3489,1.4390,1.9355,0.8874,582.2233,816.9980,527.9064,291.7850,714.6488,1.0000
1.2010,1.0894,8.4193,0.8481,6.7432,513.0927,739.7872,703.8752,303.0075,294.4784,1.0000
1.5382,1.2496,1.6988,1.0869,1.1063,549.0047,836.7496,439.0242,445.7577,894.2088,1.0000
0.7133,1.3231,1.4460,1.3397,1.2354,465.0604,700.7329,564.2673,653.1495,724.0757,1.0000
0.8603,1.0979,1.3463,1.2792,1.1602,190.7825,517.1328,706.5686,775.6992,579.0810,1.0000
1.0907,1.3243,2.2232,1.7528,2.1856,214.5742,653.5984,414.7836,366.7513,434.5352,1.0000
1.9049,2.3688,5.7511,1.4756,5.4730,608.7084,816.5491,209.6363,549.4536,1203.0520,1.0000
1.6596,2.9984,1.0150,0.9157,1.1791,297.6207,753.2542,707.0175,642.3759,674.6967,1.0000
1.4437,1.4411,1.2966,3.1670,1.0704,344.7552,616.7886,407.1523,267.5444,716.4444,1.0000
1.5639,1.2259,1.2082,6.0886,0.7652,435.8819,153.5238,597.0370,1077.3600,678.7368,1.0000
1.5554,1.7242,7.0254,1.3001,0.5517,502.7680,469.1005,214.5742,323.6569,154.8705,1.0000
1.3343,1.2988,7.7262,1.0287,6.8604,335.3283,182.2534,657.6385,421.5171,312.4344,1.0000
1.9014,1.9281,4.0996,8.0650,1.0658,388.2985,256.7708,325.4525,859.6435,685.9192,1.0000
1.6585,0.8505,4.7438,4.2045,2.8395,151.7282,411.6413,260.3620,256.3219,883.4352,1.0000
1.5778,1.8261,2.0289,1.0405,0.8333,184.0490,1031.5722,570.5519,647.7627,749.6630,1.0000
1.1754,0.7416,2.0865,1.2723,0.7697,216.3698,1176.1180,650.0072,550.3514,781.9838,1.0000
0.9547,0.9688,4.8479,1.1920,0.8064,258.1175,722.2801,743.8273,606.4639,907.6758,1.0000
1.5107,1.2522,7.3297,1.1702,2.1643,528.3553,521.1729,548.5558,487.0565,305.2520,1.0000
1.5140,1.2351,1.3165,1.0223,0.8456,438.5753,431.3929,573.2453,643.7226,720.9334,1.0000
1.4250,2.1483,6.5469,1.1230,1.4375,386.0540,244.6505,475.3851,513.0927,715.5466,1.0000
1.8145,1.4390,1.0353,4.3121,5.7305,364.9557,402.6633,993.8646,721.3823,509.5015,1.0000
1.4987,2.5155,1.8012,5.0669,2.5797,486.1587,732.1559,621.2776,301.6608,730.3603,1.0000
1.3296,1.4576,1.1985,0.9416,0.8812,273.3801,619.0331,678.7368,549.4536,391.4408,1.0000
1.5350,1.4913,1.3616,2.4738,0.8390,388.7474,325.0036,666.6165,373.4848,163.8485,1.0000
0.7489,1.0796,2.0835,0.9015,0.7718,461.4692,773.4547,469.9983,548.5558,494.2389,1.0000
1.3098,1.1756,1.2476,1.9730,4.5129,532.8443,468.2027,320.5146,670.6566,334.8794,1.0000
1.0361,1.5498,1.8003,1.2387,6.0183,414.7836,900.0445,228.0412,578.1832,713.3021,1.0000
0.6707,0.9063,7.0056,1.0922,1.2330,402.2144,430.0462,1085.8891,589.8546,660.3319,1.0000
0.7206,5.5955,1.8327,0.7523,1.0294,286.8471,286.3982,465.9582,560.6761,600.6282,1.0000
0.9063,1.4134,2.2134,1.1009,0.8926,165.6441,1177.9136,285.0515,754.6009,745.6229,1.0000
0.9562,1.0377,1.5056,5.9273,0.8156,199.7605,833.6073,628.4600,777.0459,784.2283,1.0000
0.8205,0.9391,1.3282,1.2013,1.3527,237.0192,822.3848,630.2556,699.8351,385.6051,1.0000
0.8488,3.2118,5.3558,3.1374,1.0482,422.4149,184.9468,366.7513,1206.6432,980.8465,1.0000
0.8257,0.8981,1.3638,3.7230,2.4119,446.2066,724.0757,445.3088,896.4533,458.7758,1.0000
0.8627,1.7618,0.8483,0.9378,1.0084,1492.5925,818.7936,385.6051,736.1960,537.7822,1.0000
0.5702,0.9016,2.1209,0.7935,1.1915,779.7393,465.9582,505.9103,354.1821,551.6981,1.0000
0.6260,0.7000,2.6709,1.2932,1.2093,923.8362,361.8134,349.2442,400.8677,532.8443,1.0000
0.8460,0.9365,1.3519,1.4741,12.0883,837.1985,807.1222,386.0540,483.4653,201.1072,1.0000
0.7240,0.8858,11.0440,4.0330,1.2963,535.5377,742.0317,1085.8891,176.4177,715.5466,1.0000
0.7872,1.0630,1.4805,1.0440,1.2008,736.1960,531.9465,563.8184,721.8312,607.3617,1.0000
0.8452,0.7657,1.3286,2.9844,1.0893,690.8571,817.4469,445.7577,633.8468,755.9476,1.0000
1.0598,1.4233,1.3094,1.1573,4.5466,501.8702,662.1275,469.5494,663.4742,428.2506,1.0000
0.8503,0.9805,1.1667,3.0403,0.7762,573.2453,701.6307,481.6697,213.6764,609.6062,1.0000
0.8305,1.2432,6.2619,1.9980,6.8982,856.9501,1278.9161,403.5611,371.6892,1257.3689,1.0000
1.1877,0.8207,7.0482,1.6099,0.8438,297.1718,746.5207,542.2712,171.4798,425.5572,1.0000
1.0497,0.7393,1.8019,1.6439,0.8775,523.8663,414.7836,598.8326,428.2506,829.5672,1.0000
0.9098,0.9855,7.3056,4.9004,0.6662,281.4603,191.2314,510.3993,1145.1439,176.4177,1.0000
1.2086,1.1153,1.3513,1.1205,0.8605,289.0916,850.2166,326.3503,508.1548,886.1286,1.0000
0.8263,2.4018,5.0269,0.9101,0.9994,534.1910,709.2620,290.8872,470.4472,728.5647,1.0000
0.7670,1.0235,2.1697,2.3004,1.0948,243.3038,1067.4842,295.3762,366.7513,610.9529,1.0000
1.1633,1.0802,12.0928,1.1319,1.0761,607.3617,851.5633,699.3862,480.7719,619.0331,1.0000
1.4026,0.7858,1.5260,0.9052,4.1648,491.9944,430.0462,772.1080,451.5934,401.3166,1.0000
1.4543,0.7489,2.1460,0.8788,4.5332,469.9983,1247.9420,408.0501,568.3074,984.8866,1.0000
1.8681,1.1745,0.8485,1.0454,1.0500,318.7190,471.7939,805.7755,266.6466,688.1637,1.0000
1.6199,1.7815,5.5049,1.0523,7.2150,583.5700,611.4018,447.5533,664.3720,1474.6365,1.0000
1.5653,1.1026,2.8274,1.1256,7.4892,393.6853,781.9838,370.7914,752.3564,598.8326,1.0000
1.8000,0.8524,10.2506,1.3890,0.9241,201.1072,173.2754,869.9682,421.5171,680.0835,1.0000
1.2383,0.8299,4.7501,5.3969,1.8915,879.3951,228.9390,404.9078,1351.6379,790.0640,1.0000
1.3409,1.1411,1.1409,0.9568,0.6696,484.8120,316.4745,588.5079,771.6591,170.5820,1.0000
1.6445,0.8319,3.3212,1.1349,2.7501,478.9763,670.2077,196.6182,918.4494,804.4288,1.0000
1.9099,1.5333,1.4167,0.8638,0.7275,452.4912,1080.5023,558.8805,556.1871,276.9713,1.0000
2.3028,0.8009,1.2177,3.3907,6.3828,197.5160,742.4806,304.3542,760.8855,1313.9303,1.0000
2.0908,0.8873,1.3612,1.0671,0.9707,381.5650,355.5288,473.1406,688.1637,1332.3352,1.0000
1.3443,1.3175,1.2219,0.9156,3.6752,1314.3792,559.3294,369.4447,680.5324,476.7318,1.0000
1.7149,0.7268,1.2046,0.7439,6.1413,423.3127,613.6463,457.8780,829.5672,828.6694,1.0000
1.6029,1.0061,2.2564,0.8111,9.2311,417.9259,724.0757,434.0863,856.0523,523.4174,1.0000
2.2961,0.9925,1.3621,0.9234,1.2263,340.7151,806.6733,642.3759,554.3915,715.9955,1.0000
1.2589,1.1390,7.1156,1.5037,0.9154,326.3503,501.8702,536.8844,654.0473,649.5583,1.0000
2.5757,1.1599,1.6333,0.8837,1.0692,186.7424,412.9880,551.6981,653.5984,437.6775,1.0000
1.4196,0.7345,1.3085,1.7315,5.6345,185.8446,643.2737,672.4522,190.7825,918.8983,1.0000
1.5593,0.8407,7.8537,1.6295,1.0369,488.4032,388.7474,715.9955,619.4820,158.0128,1.0000
1.2809,0.8936,1.2611,0.7299,0.6549,333.0838,825.0782,195.2715,729.4625,455.1846,1.0000
1.2213,0.7263,1.4148,0.7291,0.7873,544.0668,589.8546,508.1548,645.5182,756.8454,1.0000
1.1295,1.1325,1.1788,5.9064,0.9026,449.7978,361.3645,358.6711,1166.6911,517.1328,1.0000
1.2909,1.7103,1.1132,1.9191,6.4366,234.7747,1451.2937,569.2052,559.3294,1164.8955,1.0000
1.3077,1.0486,4.2015,0.8187,0.9916,616.3397,874.4572,323.2080,624.4199,250.0373,1.0000
1.1345,2.2877,6.3852,1.0730,0.9282,531.9465,388.2985,527.9064,299.8652,850.6655,1.0000
1.2543,1.1793,2.0461,1.4800,3.1476,473.5895,691.7549,1323.8061,358.2222,529.7020,1.0000
1.1307,1.0087,1.3723,0.8014,3.8553,204.2495,393.2364,396.3787,583.5700,862.7858,1.0000
0.8950,1.0942,1.5728,0.8650,0.9985,198.8627,545.8624,861.8880,653.5984,726.7691,1.0000
0.6626,2.1370,1.2840,0.9438,1.1058,847.0743,526.5597,341.1640,625.7666,319.6168,1.0000
0.7946,1.1208,1.0568,2.3305,1.1012,707.9153,635.1935,326.7992,766.7212,689.9593,1.0000
1.0484,1.3593,3.8045,1.5257,1.6614,415.6814,391.8897,571.0008,465.5093,380.6672,1.0000
0.7753,1.0409,6.2883,3.1117,7.1130,870.4171,533.2932,1011.8206,745.1740,479.4252,1.0000
0.5957,1.0216,1.6520,0.8471,7.2022,826.8738,484.3631,497.8301,1376.3274,874.0083,1.0000
0.5523,1.8513,7.1193,6.9420,1.5051,212.7786,1115.0676,481.6697,354.6310,383.3606,1.0000
0.5240,1.2467,2.6429,0.9365,4.6517,176.8666,1273.9782,201.5561,604.6683,546.3113,1.0000
0.6869,1.5721,7.6194,1.0126,1.0999,408.9479,645.5182,905.8802,712.4043,553.4937,1.0000
0.5761,1.1306,3.9835,1.2381,5.7437,770.3124,413.8858,215.4720,588.9568,693.9994,1.0000
0.5688,1.6074,3.7271,4.7200,1.2774,1256.0222,209.1874,506.8081,584.9167,602.4238,1.0000
0.5308,1.0195,1.4586,1.4721,0.8579,301.6608,347.4486,469.5494,575.0409,677.3901,1.0000
0.8181,1.4726,1.4153,6.3431,1.1614,557.5338,636.5402,348.3464,1013.6162,576.8365,1.0000
0.8903,1.5130,1.1326,1.3891,1.7713,458.3269,368.9958,435.4330,249.1395,354.6310,1.0000
0.6716,1.2823,1.4958,0.9792,1.4798,768.0679,433.6374,465.9582,702.0796,597.9348,1.0000
0.6053,1.3646,6.1246,4.6196,2.7669,370.7914,447.1044,582.6722,606.9128,752.3564,1.0000
0.8387,0.6730,1.1861,1.0454,0.9310,346.5508,795.8997,518.0306,588.5079,422.4149,1.0000
0.9355,0.8978,1.4230,0.8447,1.0898,668.8610,510.3993,701.6307,549.9025,647.7627,1.0000
0.9705,0.8183,4.7201,1.0781,3.6017,1210.2344,1311.2369,298.0696,434.9841,610.9529,1.0000
0.6539,1.1325,3.5835,0.8447,0.8626,385.1562,791.8596,423.7616,711.5065,465.0604,1.0000
1.3433,0.8452,1.3595,1.4550,3.1865,576.3876,858.7457,1213.8256,473.5895,746.5207,1.0000
1.5751,0.7085,1.3861,1.1801,4.4445,596.5881,477.6296,503.2169,939.5477,1245.6975,1.0000
1.2494,0.8116,1.4496,3.4052,0.8417,575.0409,1204.3987,213.2275,875.3550,712.8532,1.0000
1.1072,1.0495,2.5630,1.6355,0.8532,375.2804,643.2737,366.3024,752.3564,535.0888,1.0000
0.8866,1.0020,8.2850,1.1768,1.6578,160.2573,254.0774,285.5004,690.8571,380.2183,1.0000
1.2168,1.1342,1.6130,6.3916,2.3686,446.6555,527.0086,372.5870,811.1623,477.1807,1.0000
1.0310,0.8376,1.5444,1.0719,1.2451,400.4188,319.1679,384.7073,592.0991,601.9749,1.0000
1.1710,0.7047,1.7974,4.5481,0.9010,491.0966,878.4973,391.8897,1243.0041,460.1225,1.0000
1.1220,0.7014,9.1380,1.0376,0.7368,167.4397,876.2528,876.7017,468.6516,487.9543,1.0000
1.1739,0.8216,1.4750,5.8644,1.0563,328.5948,707.0175,272.9312,1320.2149,712.4043,1.0000
1.4781,0.8948,3.7872,0.9918,6.2944,590.3035,562.0228,361.8134,883.4352,239.7126,1.0000
1.2906,1.0818,1.1449,3.8486,0.9546,330.8393,699.8351,421.9660,674.2478,627.5622,1.0000
1.0847,0.8004,1.5399,0.8777,4.6314,650.9050,740.2361,377.0760,809.3667,357.3244,1.0000
1.1620,0.7844,7.6155,0.9015,5.4123,548.1069,474.4873,852.9100,475.8340,1446.3558,1.0000
1.1762,0.8730,9.7766,0.8132,1.7211,558.4316,372.1381,841.6875,304.8031,427.8017,1.0000
1.0174,1.0058,1.7895,0.8571,7.4513,627.5622,666.1676,289.0916,170.5820,965.5839,1.0000
1.5345,0.8351,1.4020,6.4689,1.1507,337.1239,347.4486,548.1069,360.4667,501.8702,1.0000
1.5338,0.7171,1.2594,1.0875,0.8443,386.5029,824.6293,634.2957,868.6215,490.6477,1.0000
2.1641,1.1822,1.1214,1.2926,1.0292,757.7432,257.6686,395.0320,578.1832,682.7769,1.0000
1.3760,0.7095,1.1774,4.5926,1.1876,694.8972,309.2921,643.2737,781.5349,745.1740,1.0000
1.6612,0.7436,3.7893,3.5211,1.5646,440.8198,513.0927,157.1150,1339.9665,387.4007,1.0000
1.5560,1.5384,1.7157,0.9472,0.9815,563.3695,676.9412,344.3063,307.0476,520.2751,1.0000
1.9578,1.3629,4.9215,2.5574,1.1877,1040.5502,677.3901,694.4483,746.0718,677.8390,1.0000
1.5890,1.0511,1.1748,1.5641,1.0726,517.1328,662.1275,371.2403,768.0679,748.3163,1.0000
0.9484,0.9556,5.5380,3.5103,0.9787,363.1601,668.8610,509.5015,702.0796,715.5466,1.0000
0.9852,0.8887,10.3237,0.8394,0.8860,479.4252,687.2659,1284.3029,479.8741,364.5068,1.0000
1.2585,0.9372,1.5232,1.7946,1.2997,741.5828,726.3202,379.7694,542.2712,301.2119,1.0000
1.2055,0.9418,0.8021,5.0144,0.9378,787.3706,386.5029,835.4029,1292.8320,694.4483,1.0000
0.8000,0.9073,1.0103,1.3744,5.0777,731.2581,386.0540,883.4352,513.9905,769.4146,1.0000
0.9631,0.8490,0.9853,4.3460,1.4139,676.4923,1325.6017,423.7616,724.5246,517.5817,1.0000
0.8499,0.9232,1.1877,2.5751,0.7491,619.9309,902.7379,300.3141,383.8095,547.2091,1.0000
0.4879,0.6524,8.8759,1.2379,1.2933,530.5998,897.3511,257.2197,189.4358,376.6271,1.0000
0.7053,0.9038,1.0269,0.9888,6.2713,1217.4168,277.8691,362.2623,697.1417,1419.4218,1.0000
0.6472,1.7614,1.1017,4.9384,1.0274,928.3252,376.6271,682.3280,1146.0417,533.7421,1.0000
0.6057,1.2000,0.9625,1.0069,1.3987,168.7864,373.4848,614.5441,1132.5747,555.7382,1.0000
0.5141,0.8003,1.0104,0.7936,1.1662,913.9604,422.8638,516.6839,885.6797,574.5920,1.0000
0.5440,0.7711,4.0231,1.1042,4.3761,455.1846,820.5892,711.0576,784.2283,254.9752,1.0000
0.6978,0.6406,2.5243,0.8929,0.8915,379.7694,442.6154,188.0891,467.7538,635.6424,1.0000
0.5967,0.9896,0.9213,0.9183,4.5811,1373.6340,714.1999,529.2531,634.7446,205.1473,1.0000
1.2684,1.0540,1.5852,2.1074,1.4579,1419.4218,826.4249,368.9958,826.8738,724.9735,1.0000
0.6107,1.6561,7.4337,0.8255,1.1530,930.5697,240.1615,550.3514,322.7591,968.7262,1.0000
0.6503,1.8799,2.2277,4.6021,10.4434,828.6694,351.9376,485.2609,946.7301,1231.7816,1.0000
0.6722,1.1079,1.2269,0.8535,0.7717,755.0498,879.3951,250.0373,751.4586,474.4873,1.0000
0.7769,0.9559,1.4761,0.9215,1.2345,1272.6315,329.4926,537.7822,656.2918,513.0927,1.0000
0.6178,1.4679,1.1165,3.0967,1.0839,383.3606,675.1456,554.8404,946.2812,1319.7660,1.0000
0.7324,1.6338,5.2860,0.9483,1.4121,1035.1634,832.7095,230.2857,556.6360,279.6647,1.0000
0.8602,2.6874,1.7398,1.1367,0.9022,1402.8125,323.6569,356.8755,556.6360,661.6786,1.0000
1.2107,1.9096,15.2389,0.7744,1.2562,521.1729,541.3734,799.0420,558.4316,535.5377,1.0000
1.4925,1.4018,0.7085,0.9152,0.9491,432.7396,482.1186,422.4149,571.0008,819.2425,1.0000
2.0664,1.1919,1.2529,0.7897,7.0370,580.8766,566.9607,358.2222,793.2063,1275.7738,1.0000
1.4885,1.1042,3.7260,1.9679,0.9944,510.3993,509.9504,472.6917,725.8713,576.8365,1.0000
1.2062,1.7323,10.9998,0.9444,5.7376,240.6104,230.7346,193.9248,801.7354,1093.0715,1.0000
1.3657,1.1441,8.1777,2.2306,3.0928,695.7950,191.2314,193.0270,586.7123,522.9685,1.0000
1.5379,1.6201,1.6409,2.7431,2.9849,502.3191,436.7797,418.3748,550.8003,369.4447,1.0000
2.1448,1.0630,1.9018,1.5680,1.1303,447.1044,158.4617,496.0345,626.2155,545.4135,1.0000
2.0918,1.1771,1.4810,3.1967,0.8987,221.3077,330.3904,549.4536,505.4614,612.2996,1.0000
1.8024,0.8615,3.7340,5.5978,6.2151,535.0888,406.2545,306.1498,890.1687,520.2751,1.0000
1.4125,1.2032,0.9208,0.7806,1.1883,522.0707,280.5625,610.0551,614.5441,450.6956,1.0000
1.3309,1.3916,1.0940,6.4578,1.5294,724.0757,322.3102,639.2336,1190.0339,311.5366,1.0000
1.0932,0.7844,1.0495,0.8276,1.3303,711.5065,297.6207,509.9504,1231.7816,340.2662,1.0000
1.0090,1.5145,1.0268,1.1997,1.0945,791.8596,794.1041,808.9178,736.6449,279.6647,1.0000
0.5832,0.9917,1.2413,3.5700,8.7818,1011.3717,828.2205,685.0214,830.0161,907.6758,1.0000
0.6877,0.9282,2.7654,0.8076,0.9043,998.8025,525.2130,574.5920,1225.9459,667.9632,1.0000
0.7081,0.9344,0.9301,1.2955,4.0047,950.3213,840.3408,578.1832,513.5416,211.4319,1.0000
0.4525,0.7340,0.9758,0.6021,1.5035,215.0231,358.2222,290.8872,346.9997,329.4926,1.0000
0.7015,0.6023,6.4781,1.7881,3.0871,815.2024,547.6580,161.1551,771.2102,816.9980,1.0000
0.6701,0.9333,3.1062,2.5290,1.2962,897.3511,592.0991,473.1406,445.7577,507.2570,1.0000
0.6432,0.6316,0.9521,3.0299,0.9234,741.5828,254.9752,738.8894,198.8627,850.6655,1.0000
0.7187,1.0206,1.5456,2.1979,0.6873,1195.4207,628.4600,475.8340,1198.1141,605.1172,1.0000
0.6034,0.9930,1.6958,0.9069,1.3449,305.7009,192.1292,559.7783,750.5608,329.9415,1.0000
0.5847,0.8195,1.4397,0.7346,1.2683,411.1924,658.9852,410.7435,564.7162,667.5143,1.0000
0.8678,0.6505,1.2777,4.3694,7.1282,958.4015,289.0916,336.6750,765.3745,698.4884,1.0000
1.0044,0.9184,0.6645,1.1967,1.0502,158.9106,159.8084,235.2236,702.9774,976.3575,1.0000
1.9592,0.8742,3.4378,0.9805,0.8680,194.3737,423.3127,350.5909,153.9727,807.5711,1.0000
1.1551,1.1322,3.1502,0.8142,1.0680,1326.4995,768.9657,489.3010,547.6580,439.0242,1.0000
0.6140,0.9445,1.4857,1.5942,7.2336,261.2598,346.9997,160.7062,791.8596,1057.6084,1.0000
1.1952,1.1924,2.6320,0.9384,3.6899,465.9582,565.6140,474.0384,597.9348,748.3163,1.0000
