"no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF","no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF",
1.0990,0.6920,0.5430,0.7328,1.0200,,1205.2965,393.6853,976.3575,630.2556,264.4021,,4.0000
0.6200,1.0610,0.8152,1.7672,1.1766,,277.8691,378.4227,361.3645,712.4043,465.5093,,4.0000
0.5261,0.9119,0.5367,0.7460,1.0470,,612.2996,348.7953,462.8159,599.2815,804.8777,,4.0000
1.1551,1.0080,1.1759,0.6485,0.7284,,1156.3664,383.8095,710.6087,822.3848,210.0852,,4.0000
0.8585,0.9177,0.4365,1.0619,0.5745,,348.3464,602.4238,280.5625,713.7510,563.3695,,4.0000
0.6254,0.9320,0.4645,0.7331,1.6431,,414.3347,766.2723,236.5703,861.8880,563.8184,,4.0000
0.7196,0.8561,1.5319,1.1325,1.3462,,175.5199,1342.6599,430.9440,781.5349,432.2907,,4.0000
1.1483,0.8194,1.0067,0.7498,1.0154,,349.6931,544.9646,503.6658,725.4224,328.5948,,4.0000
1.4318,0.7598,3.0850,0.6138,0.8524,,983.9888,157.5639,842.1364,399.9699,188.0891,,4.0000
0.9921,0.4640,1.1285,2.9378,0.9187,,628.9089,285.0515,371.2403,351.4887,335.7772,,4.0000
0.8116,0.5356,0.8897,3.6905,0.7463,,395.9298,355.0799,570.5519,637.8869,280.5625,,4.0000
0.5874,5.7741,0.6033,2.3793,1.1533,,630.2556,317.3723,835.8518,896.4533,451.5934,,4.0000
0.6359,0.4647,0.4855,1.5547,0.7118,,795.8997,212.3297,749.2141,723.1779,428.6995,,4.0000
1.0592,0.8289,1.4279,1.1990,0.8493,,742.0317,364.5068,417.4770,673.7989,643.7226,,4.0000
0.7496,1.0644,0.5893,2.9248,0.9977,,318.7190,332.1860,632.0512,496.4834,174.1732,,4.0000
0.8506,0.6711,0.5758,0.5987,0.7900,,483.0164,270.2378,399.0721,616.3397,197.9649,,4.0000
0.6553,0.6963,1.7473,0.5597,0.9588,,685.9192,634.7446,463.2648,606.0150,631.6023,,4.0000
0.5688,1.2397,0.7536,1.2736,0.8645,,334.4305,367.2002,407.6012,498.2790,396.3787,,4.0000
0.7464,0.8362,0.6012,0.2925,1.0974,,369.8936,268.4422,163.3996,175.5199,337.1239,,4.0000
0.9047,0.8304,1.0974,2.5406,1.0347,,243.3038,530.5998,393.2364,334.4305,281.4603,,4.0000
0.4886,0.8899,1.2366,0.7384,0.5281,,322.3102,510.3993,320.9635,568.3074,303.0075,,4.0000
1.8373,1.1360,0.7745,4.1130,0.7683,,720.9334,428.6995,367.6491,565.1651,500.0746,,4.0000
0.7921,0.8172,1.1181,1.1081,1.0113,,409.8457,373.0359,652.7006,457.4291,431.3929,,4.0000
0.7447,0.9965,1.9566,1.1131,0.6066,,597.4859,633.3979,219.0632,524.3152,439.0242,,4.0000
1.6212,1.2050,0.6661,0.9902,0.7338,,628.4600,440.8198,254.9752,671.5544,185.8446,,4.0000
0.7896,0.6748,1.0526,0.7177,0.7296,,793.2063,280.1136,190.3336,281.9092,202.0050,,4.0000
0.6167,1.0562,1.7107,2.4410,1.3866,,801.2865,621.2776,904.0846,160.7062,395.0320,,4.0000
0.5934,1.1842,0.8062,1.1106,0.8873,,360.0178,289.5405,796.7975,362.2623,390.0941,,4.0000
0.6281,0.8707,1.6413,0.7428,0.3370,,549.9025,449.3489,184.9468,659.4341,568.3074,,4.0000
1.0031,0.9326,0.6095,1.3900,0.6784,,154.8705,651.3539,183.6001,686.8170,362.2623,,4.0000
0.4846,0.8077,1.1821,2.8266,0.5411,,266.6466,379.7694,680.0835,327.2481,216.3698,,4.0000
1.5170,0.8740,1.6801,1.4010,0.7373,,905.4313,212.7786,248.6906,304.3542,238.8148,,4.0000
0.9010,0.9363,1.9060,1.2912,0.6077,,932.8142,536.4355,215.9209,185.3957,155.7683,,4.0000
1.4108,0.4833,1.5692,1.7076,1.0376,,907.2269,331.7371,818.7936,633.3979,370.7914,,4.0000
0.6094,0.5638,1.0616,1.1795,0.7822,,769.8635,198.4138,583.1211,262.1576,428.2506,,4.0000
0.7587,0.4633,1.0765,,1.0018,,334.8794,413.8858,409.8457,,503.6658,,4.0000
2.4945,0.6610,0.8550,,1.7190,,189.4358,510.3993,628.4600,,191.6803,,4.0000
1.4893,0.5905,0.8320,,0.4529,,768.5168,562.9206,625.3177,,1286.9963,,4.0000
2.7831,0.6762,0.5246,,1.8698,,790.0640,954.8103,478.0785,,1486.7568,,4.0000
0.9366,0.5894,0.8075,,2.8197,,598.8326,320.9635,694.8972,,214.5742,,4.0000
1.1126,0.4299,1.3092,,11.5751,,1339.0687,676.0434,694.8972,,200.6583,,4.0000
0.6733,0.7877,2.5597,,1.9788,,401.3166,434.5352,165.1952,,597.9348,,4.0000
0.7452,0.7776,0.8571,,1.5464,,328.5948,425.1083,644.1715,,223.5522,,4.0000
1.0002,0.8742,1.1242,,1.5208,,244.2016,513.5416,584.9167,,1227.7415,,4.0000
0.9375,0.6130,1.0785,,2.9073,,722.2801,364.0579,878.9462,,797.2464,,4.0000
1.3981,,2.1525,,0.5186,,933.2631,,457.8780,,300.3141,,4.0000
0.4817,,2.5525,,0.9344,,430.9440,,164.7463,,164.2974,,4.0000
0.7780,,1.4954,,0.6709,,674.6967,,466.8560,,549.4536,,4.0000
0.6576,,0.9569,,0.5885,,448.4511,,603.7705,,414.7836,,4.0000
0.4790,,0.9465,,4.3593,,348.7953,,634.7446,,1134.8192,,4.0000
1.3977,,2.4070,,0.8594,,481.2208,,579.5299,,212.7786,,4.0000
0.7844,,0.7263,,1.3184,,261.7087,,480.3230,,320.9635,,4.0000
0.7571,,1.3466,,1.1102,,658.9852,,167.4397,,150.3815,,4.0000
0.7505,,2.6647,,7.0866,,536.8844,,286.8471,,175.9688,,4.0000
0.6406,,0.7186,,4.7495,,201.5561,,224.0011,,228.0412,,4.0000
0.6102,,0.8135,,1.2819,,267.5444,,454.2868,,318.2701,,4.0000
0.8168,,0.6394,,0.3111,,482.5675,,658.0874,,574.1431,,4.0000
1.3514,,2.3953,,,,693.1016,,209.1874,,,,4.0000
0.3799,,0.8811,,,,572.7964,,584.4678,,,,4.0000
0.6722,,1.0116,,,,549.9025,,693.1016,,,,4.0000
0.5157,,0.8044,,,,478.0785,,376.6271,,,,4.0000
0.5420,,0.9398,,,,329.9415,,597.9348,,,,4.0000
1.9580,,0.8644,,,,157.5639,,699.3862,,,,4.0000
1.0554,,1.4242,,,,408.9479,,537.3333,,,,4.0000
1.1394,,0.9319,,,,842.1364,,509.5015,,,,4.0000
0.9042,,2.8716,,,,386.9518,,227.5923,,,,4.0000
0.4095,,1.5443,,,,569.2052,,605.5661,,,,4.0000
1.0706,,1.0959,,,,219.5121,,463.2648,,,,4.0000
0.7251,,2.2089,,,,294.9273,,225.3478,,,,4.0000
0.3812,,1.0093,,,,185.3957,,525.6619,,,,4.0000
0.7412,,1.8033,,,,755.0498,,573.6942,,,,4.0000
1.6066,,1.6523,,,,370.3425,,388.7474,,,,4.0000
1.4686,,1.2159,,,,287.7449,,275.1757,,,,4.0000
0.6303,,1.0664,,,,404.9078,,242.4060,,,,4.0000
0.6177,,0.7059,,,,181.3556,,206.4940,,,,4.0000
1.0614,,1.6068,,,,334.8794,,658.5363,,,,4.0000
1.8740,,0.8359,,,,368.0980,,529.2531,,,,4.0000
0.8424,,1.1974,,,,254.0774,,460.5714,,,,4.0000
0.8090,,0.6559,,,,743.3784,,641.9270,,,,4.0000
0.4993,,1.2912,,,,248.2417,,310.6388,,,,4.0000
1.2073,,1.5785,,,,468.2027,,582.6722,,,,4.0000
1.1742,,1.1709,,,,487.9543,,542.7201,,,,4.0000
1.1707,,1.0406,,,,588.0590,,574.5920,,,,4.0000
0.4706,,1.2743,,,,176.4177,,285.5004,,,,4.0000
0.5593,,1.0772,,,,289.9894,,734.4004,,,,4.0000
0.6719,,1.2088,,,,624.4199,,781.9838,,,,4.0000
0.6979,,0.4410,,,,430.4951,,284.1537,,,,4.0000
1.0387,,1.6152,,,,241.0593,,685.4703,,,,4.0000
0.7156,,2.1953,,,,342.0618,,571.0008,,,,4.0000
0.8524,,1.2076,,,,341.6129,,223.5522,,,,4.0000
1.2082,,1.4479,,,,643.2737,,287.2960,,,,4.0000
1.4457,,3.2883,,,,272.0334,,206.4940,,,,4.0000
0.7462,,0.7185,,,,476.7318,,237.0192,,,,4.0000
1.4233,,1.6075,,,,391.8897,,569.6541,,,,4.0000
1.2930,,1.0849,,,,785.5750,,274.7268,,,,4.0000
0.9633,,0.9931,,,,226.6945,,346.9997,,,,4.0000
0.9480,,1.4666,,,,305.7009,,548.5558,,,,4.0000
1.4006,,0.8966,,,,409.3968,,710.1598,,,,4.0000
1.1799,,1.5328,,,,485.7098,,604.6683,,,,4.0000
0.8836,,0.9017,,,,346.9997,,472.6917,,,,4.0000
0.9304,,1.1291,,,,196.1693,,304.3542,,,,4.0000
0.7909,,2.4269,,,,207.3918,,439.9220,,,,4.0000
0.9130,,1.0830,,,,560.6761,,774.3525,,,,4.0000
1.6921,,0.7673,,,,431.3929,,947.6279,,,,4.0000
1.0898,,0.7672,,,,693.9994,,415.6814,,,,4.0000
0.7822,,0.5910,,,,632.5001,,183.1512,,,,4.0000
1.4498,,0.6054,,,,205.5962,,816.9980,,,,4.0000
0.9920,,0.6067,,,,367.2002,,276.9713,,,,4.0000
0.8188,,,,,,157.1150,,,,,,4.0000
0.5771,,,,,,276.0735,,,,,,4.0000
1.3350,,,,,,397.7254,,,,,,4.0000
0.8496,,,,,,308.8432,,,,,,4.0000
1.0200,,,,,,219.0632,,,,,,4.0000
0.8768,,,,,,246.4461,,,,,,4.0000
1.0901,,,,,,334.4305,,,,,,4.0000
1.2533,,,,,,478.9763,,,,,,4.0000
1.9162,,,,,,802.6332,,,,,,4.0000
1.3498,,,,,,353.7332,,,,,,4.0000
0.6885,,,,,,404.0100,,,,,,4.0000
0.9634,,,,,,329.4926,,,,,,4.0000
0.8739,,,,,,361.8134,,,,,,4.0000
1.1733,,,,,,356.4266,,,,,,4.0000
0.9285,,,,,,571.8986,,,,,,4.0000
1.7196,,,,,,200.2094,,,,,,4.0000
1.1028,,,,,,235.2236,,,,,,4.0000
1.1361,,,,,,235.2236,,,,,,4.0000
0.9864,,,,,,496.9323,,,,,,4.0000
0.5776,,,,,,478.9763,,,,,,4.0000
0.8035,,,,,,346.5508,,,,,,4.0000
1.2274,,,,,,840.7897,,,,,,4.0000
1.5194,,,,,,261.2598,,,,,,4.0000
2.8579,,,,,,701.1818,,,,,,4.0000
1.1637,,,,,,430.4951,,,,,,4.0000
2.6143,,,,,,224.8989,,,,,,4.0000
4.9383,,,,,,172.3776,,,,,,4.0000
0.9815,,,,,,208.7385,,,,,,4.0000
1.2401,,,,,,255.4241,,,,,,4.0000
1.3108,,,,,,346.9997,,,,,,4.0000
1.4772,,,,,,336.2261,,,,,,4.0000
1.3798,,,,,,562.4717,,,,,,4.0000
0.9915,,,,,,486.6076,,,,,,4.0000
2.0667,,,,,,460.5714,,,,,,4.0000
1.9321,,,,,,364.9557,,,,,,4.0000
1.3533,,,,,,504.1147,,,,,,4.0000
1.9042,,,,,,225.7967,,,,,,4.0000
1.2520,,,,,,378.8716,,,,,,4.0000
0.9335,,,,,,468.6516,,,,,,4.0000
0.5958,,,,,,516.6839,,,,,,4.0000
0.4027,,,,,,455.6335,,,,,,4.0000
0.6255,,,,,,607.8106,,,,,,4.0000
0.7362,,,,,,762.2322,,,,,,4.0000
0.7726,,,,,,1231.3327,,,,,,4.0000
0.4225,,,,,,975.0108,,,,,,4.0000
0.9511,,,,,,443.9621,,,,,,4.0000
0.6845,,,,,,321.4124,,,,,,4.0000
0.6213,,,,,,935.5076,,,,,,4.0000
0.9667,,,,,,692.2038,,,,,,4.0000
0.9022,,,,,,399.9699,,,,,,4.0000
0.8125,,,,,,398.6232,,,,,,4.0000
2.0702,,,,,,227.5923,,,,,,4.0000
0.9304,,,,,,351.9376,,,,,,4.0000
1.0157,,,,,,482.1186,,,,,,4.0000
0.7104,,,,,,353.2843,,,,,,4.0000
2.0074,,,,,,388.7474,,,,,,4.0000
1.9074,,,,,,452.4912,,,,,,4.0000
2.0070,,,,,,285.0515,,,,,,4.0000
1.9908,,,,,,392.3386,,,,,,4.0000
2.0381,,,,,,393.2364,,,,,,4.0000
1.0960,,,,,,192.5781,,,,,,4.0000
0.7495,,,,,,329.4926,,,,,,4.0000
0.4023,,,,,,273.8290,,,,,,4.0000
0.8336,,,,,,825.0782,,,,,,4.0000
0.8607,,,,,,1292.3831,,,,,,4.0000
0.3723,,,,,,527.4575,,,,,,4.0000
0.7273,,,,,,746.9696,,,,,,4.0000
0.4527,,,,,,803.0821,,,,,,4.0000
0.8352,,,,,,832.2606,,,,,,4.0000
0.4252,,,,,,763.5789,,,,,,4.0000
0.5806,,,,,,778.3926,,,,,,4.0000
0.7848,,,,,,881.1907,,,,,,4.0000
6.9811,,,,,,521.6218,,,,,,4.0000
7.2810,,,,,,442.1665,,,,,,4.0000
3.8109,,,,,,387.8496,,,,,,4.0000
1.1729,0.4183,1.5579,0.5581,0.9588,0.4622,1433.7866,252.7307,544.5157,221.7566,834.5051,291.3361,5.0000
0.6599,1.1924,0.7078,0.5059,0.8474,0.5622,250.9351,704.7730,653.1495,889.7198,1199.0119,203.3517,5.0000
1.3074,1.4902,0.8400,0.4901,2.0162,0.6458,794.1041,561.1250,163.8485,241.0593,313.3322,286.8471,5.0000
1.0897,1.7877,1.2686,0.5408,1.6687,0.6766,254.0774,463.7137,660.7808,162.9507,550.8003,904.9824,5.0000
0.7914,1.3387,1.1130,0.6857,3.4441,0.7471,959.2993,642.3759,412.5391,1326.0506,233.8769,194.3737,5.0000
0.9299,1.6360,0.5984,0.8933,1.7335,1.0008,774.8014,948.9746,704.3241,1407.7504,1234.0261,904.9824,5.0000
0.7887,1.4505,0.7549,0.6849,1.0680,1.2632,200.2094,568.3074,498.2790,1404.1592,1027.0832,250.9351,5.0000
0.9354,1.9717,0.7558,0.7071,2.3283,0.7902,601.9749,291.7850,155.3194,818.7936,524.7641,944.0367,5.0000
0.8830,1.2281,0.5677,0.5739,1.1773,1.5251,487.0565,635.1935,272.0334,341.1640,700.2840,484.3631,5.0000
1.3595,2.6168,0.4969,0.5492,1.8651,0.8310,689.9593,473.5895,190.3336,1106.9874,412.0902,651.8028,5.0000
2.1087,0.7745,0.5388,1.0595,2.1878,1.1819,1337.7220,155.3194,289.9894,308.3943,258.5664,944.4856,5.0000
1.2344,0.6705,0.5334,0.4232,0.4276,0.6634,793.2063,179.1111,650.9050,170.1331,218.6143,934.1609,5.0000
1.0591,0.6984,0.5395,0.4569,2.4168,1.1151,1172.9757,288.6427,638.3358,274.2779,640.1314,1046.8348,5.0000
0.9914,1.6730,0.5575,0.5159,1.6657,0.8672,625.3177,215.9209,214.1253,588.0590,623.5221,349.2442,5.0000
1.0092,2.5863,0.5614,0.5775,1.5951,1.1243,873.5594,200.6583,174.6221,1050.8749,431.3929,983.0910,5.0000
1.2566,1.1569,0.9554,0.5235,3.0504,0.8186,455.6335,338.9195,208.2896,1046.3859,227.5923,677.3901,5.0000
2.6084,0.6037,1.1118,0.7115,0.8825,0.7572,418.8237,162.0529,760.8855,1184.6471,481.6697,882.5374,5.0000
2.0223,0.6321,1.3049,0.5840,1.1318,0.7510,326.3503,329.4926,460.5714,441.7176,427.8017,333.9816,5.0000
0.8397,0.8653,2.5130,0.5005,2.9062,1.2436,908.1247,1172.5268,464.1626,290.8872,694.8972,770.3124,5.0000
1.1144,0.6868,1.9556,0.5770,2.5744,0.6134,616.7886,584.0189,518.9284,381.5650,343.8574,297.1718,5.0000
1.3109,0.7074,1.1028,0.5383,1.3584,0.6576,1150.5307,338.9195,531.9465,364.9557,1274.4271,184.9468,5.0000
0.9801,0.8565,1.3658,1.1766,0.6848,0.5727,673.7989,388.7474,549.4536,564.2673,172.8265,778.3926,5.0000
1.3348,0.5607,0.4590,1.3067,0.9613,0.5188,174.6221,196.6182,414.7836,476.7318,1070.6265,598.3837,5.0000
1.0645,1.2390,0.9676,1.9657,1.2700,0.5289,549.0047,660.3319,588.0590,577.7343,790.5129,227.1434,5.0000
1.3018,0.9103,1.4391,2.4768,0.5362,0.5506,1168.0378,575.4898,755.9476,306.5987,158.4617,169.6842,5.0000
1.0028,0.5727,0.8756,1.1096,0.3749,0.9432,763.5789,221.3077,848.8699,651.3539,321.8613,1241.6574,5.0000
0.9170,0.7057,0.7333,1.4477,0.9133,0.8101,928.7741,593.4458,636.0913,176.8666,641.0292,880.2929,5.0000
0.9568,1.3837,0.4172,0.7462,0.7181,0.8164,674.2478,574.5920,185.8446,710.6087,1479.1255,1382.6120,5.0000
2.5657,1.0968,0.3822,0.8324,0.5712,1.3442,1468.8008,499.6257,177.7644,639.6825,307.0476,709.2620,5.0000
1.4782,2.0099,0.4554,0.5984,0.8555,0.4643,526.5597,407.1523,195.2715,750.5608,199.7605,227.5923,5.0000
1.6032,1.2793,1.1690,0.6673,0.7857,0.4522,192.5781,512.1949,685.0214,1011.8206,292.6828,197.9649,5.0000
1.3124,1.1910,0.7977,0.7552,4.7340,0.3872,588.5079,329.4926,319.1679,1102.9473,309.2921,228.9390,5.0000
0.7050,1.6258,0.6025,0.5796,0.7545,0.9289,224.4500,606.4639,590.3035,387.8496,386.9518,437.6775,5.0000
0.8926,1.4076,1.4653,0.4843,0.8972,1.4085,468.2027,557.5338,913.0626,1008.2294,689.0615,1032.4700,5.0000
1.0146,0.7082,0.8181,0.5627,0.7153,0.7740,327.6970,280.5625,612.7485,383.8095,228.9390,1479.5744,5.0000
1.4745,1.5070,0.5567,0.6216,2.6177,1.1623,426.0061,392.7875,169.2353,1425.2575,654.9451,890.1687,5.0000
0.9947,0.9076,0.7263,0.6755,0.9808,1.8004,364.9557,1034.2656,814.7535,1083.1957,552.5959,339.8173,5.0000
0.8892,0.7344,0.5536,0.7553,1.3103,1.3121,633.8468,152.1771,190.7825,1017.6563,522.0707,601.9749,5.0000
0.7677,1.4684,2.3007,0.7561,1.1193,0.8829,462.8159,1171.6290,915.3071,663.9231,317.3723,470.8961,5.0000
0.6370,2.4398,0.9933,1.0001,1.1259,0.8768,252.2818,411.6413,445.3088,484.8120,624.8688,930.1208,5.0000
0.6520,0.5947,0.7581,1.1026,1.9987,0.8672,623.5221,201.1072,582.2233,720.0356,633.3979,499.1768,5.0000
0.7804,1.5528,0.8561,0.8096,0.7632,1.1570,1441.8668,576.3876,568.3074,405.3567,685.4703,861.4391,5.0000
0.8218,1.4208,1.4228,0.9849,0.6077,0.7835,463.2648,319.6168,331.7371,302.1097,206.9429,352.3865,5.0000
0.6857,0.5120,3.1537,1.0051,1.0331,0.7389,230.2857,171.0309,213.2275,554.3915,809.8156,626.2155,5.0000
0.8705,1.0306,1.8224,1.2162,0.8636,1.3017,1284.7518,414.7836,233.4280,686.8170,427.8017,287.2960,5.0000
0.7786,0.5568,1.1712,0.6712,1.7450,3.4996,618.1353,241.5082,499.1768,737.9916,314.6789,538.6800,5.0000
1.0838,1.1151,0.6810,0.8365,0.8576,1.6633,356.4266,563.3695,222.2055,1456.2316,535.0888,934.1609,5.0000
0.4461,0.5758,1.3125,0.5121,1.7405,1.0399,164.7463,250.4862,458.3269,755.9476,225.3478,685.4703,5.0000
0.4793,0.7177,1.9673,0.9669,1.2980,1.2830,157.1150,272.4823,190.7825,994.3135,345.2041,757.2943,5.0000
0.5960,0.6373,1.5621,0.7528,1.0832,0.7504,202.4539,478.0785,417.0281,1026.1854,787.3706,572.3475,5.0000
0.8231,0.7496,1.5711,0.8959,0.9804,0.7570,395.4809,477.1807,405.8056,675.5945,695.7950,516.6839,5.0000
0.6783,0.6071,1.7998,1.2703,0.8042,0.8549,417.4770,197.0671,581.3255,404.0100,535.5377,637.8869,5.0000
1.1109,0.8126,0.7029,2.2344,0.7162,1.0837,587.6101,856.9501,881.1907,676.0434,175.0710,603.7705,5.0000
1.3774,0.9655,0.8519,0.6714,0.6856,0.4348,542.7201,636.0913,303.4564,265.2999,191.6803,160.2573,5.0000
0.9096,1.4314,0.6006,0.5458,0.5841,0.5771,208.2896,252.7307,250.4862,326.3503,193.4759,1251.9821,5.0000
1.9261,2.4826,1.1616,1.5668,0.5528,0.4421,424.6594,471.7939,786.4728,926.9785,202.0050,152.6260,5.0000
1.0997,1.3000,3.4318,1.4382,2.0853,0.4299,428.6995,525.2130,319.6168,727.2180,540.4756,349.2442,5.0000
0.8056,1.1075,0.8045,1.3491,1.5397,0.4702,259.4642,165.6441,929.6719,497.8301,566.9607,193.4759,5.0000
0.8392,1.5779,0.6909,2.1094,0.7921,0.4192,196.1693,733.5026,725.4224,435.8819,189.4358,518.4795,5.0000
1.4407,0.9638,0.6991,2.9503,0.8513,0.4868,565.1651,1062.5463,762.6811,215.9209,151.7282,359.5689,5.0000
1.5286,1.2548,0.6177,1.2353,1.2391,1.0518,245.9972,570.1030,207.3918,269.7889,211.8808,1089.0314,5.0000
1.3561,1.3963,0.5962,2.5308,0.8750,0.6885,685.4703,213.6764,162.0529,517.1328,755.4987,771.2102,5.0000
1.3420,0.4717,0.6530,2.0942,0.9325,0.7424,641.0292,162.0529,212.3297,846.1765,192.1292,1104.2940,5.0000
0.6043,0.5914,0.9390,0.6391,1.0021,0.4818,181.3556,276.0735,968.7262,384.7073,606.4639,189.8847,5.0000
0.6140,1.2306,0.9686,0.6438,0.5604,0.6474,284.1537,483.4653,553.9426,232.0813,162.5018,687.7148,5.0000
0.7506,0.5060,1.6917,1.1649,0.8138,0.6033,632.5001,160.7062,255.4241,627.1133,1120.9033,314.6789,5.0000
0.6841,0.6301,0.4810,1.3402,0.6618,0.5996,294.4784,538.6800,153.5238,245.9972,183.1512,1109.6808,5.0000
0.6138,1.6103,0.4561,0.4478,0.6413,0.8454,958.4015,1036.0612,206.9429,245.0994,487.0565,456.0824,5.0000
1.2296,0.7494,0.8156,1.2275,0.9840,0.6417,665.7187,178.2133,609.1573,500.9724,244.2016,186.7424,5.0000
2.2928,0.7608,0.8614,0.4513,0.5074,0.9742,447.1044,205.1473,708.3642,949.4235,254.0774,1073.3199,5.0000
0.7097,1.2165,1.8939,1.1799,0.4738,1.0051,475.3851,345.6530,1111.0275,1233.5772,171.4798,489.3010,5.0000
0.9067,0.8075,0.6262,0.7927,0.4352,2.4141,201.1072,699.8351,759.9877,204.6984,166.9908,1109.2319,5.0000
0.6604,1.3146,1.6086,2.3796,0.5030,1.0804,468.6516,258.5664,475.8340,370.7914,217.7165,743.3784,5.0000
1.2196,1.4047,2.0931,1.8590,0.5324,1.1627,527.0086,574.1431,629.8067,558.8805,311.9855,755.4987,5.0000
1.4097,1.6396,0.6517,2.1122,0.5409,1.9408,465.9582,562.9206,570.5519,631.6023,182.2534,884.3330,5.0000
1.3631,1.5173,2.6626,2.1577,0.5561,2.8044,171.9287,576.3876,296.2740,439.9220,403.5611,647.7627,5.0000
0.6393,1.5225,0.7172,0.5137,1.7848,2.5613,155.7683,289.0916,531.4976,184.0490,882.5374,555.7382,5.0000
0.5789,0.7939,1.1598,0.6071,0.9731,2.7626,157.5639,324.5547,211.4319,269.3400,767.6190,255.8730,5.0000
0.4902,1.6195,2.0051,0.4872,0.8731,2.8894,193.9248,704.7730,493.7900,334.8794,757.7432,503.2169,5.0000
0.6497,1.0056,1.6368,0.5553,0.6250,2.2288,320.5146,187.1913,392.3386,156.6661,174.1732,471.7939,5.0000
1.0417,0.7510,2.2062,0.7663,1.3988,2.7427,1224.5992,176.8666,517.1328,514.8883,1023.4920,437.2286,5.0000
0.6973,0.9563,2.2341,0.7671,1.2464,1.7937,1163.5488,602.4238,244.6505,1164.8955,972.7663,1130.7791,5.0000
1.5956,0.6680,1.2001,0.8594,1.3287,3.0205,538.2311,1389.7944,390.5430,518.9284,1003.7404,526.1108,5.0000
1.6505,0.6401,1.2079,1.4477,0.9508,1.0887,524.3152,465.9582,307.9454,803.9799,702.5285,1014.9629,5.0000
0.5228,1.0266,0.6039,1.1890,1.0537,0.8398,321.8613,718.2400,266.1977,663.0253,902.7379,680.5324,5.0000
0.4539,1.6177,0.9612,1.5688,2.1637,1.1856,318.7190,654.0473,898.6978,795.4508,321.4124,807.1222,5.0000
1.3371,1.2857,0.7358,1.4799,1.2273,1.1182,843.9320,162.5018,660.3319,516.6839,286.8471,1039.2035,5.0000
0.9754,1.5714,0.7836,4.0427,1.3963,1.5981,641.0292,319.1679,1005.0871,616.3397,207.3918,253.6285,5.0000
0.6263,1.1256,0.9465,1.2484,1.1865,0.8801,285.0515,411.1924,715.5466,409.3968,642.8248,868.1726,5.0000
0.6555,1.7238,0.8653,1.1036,0.9149,1.1784,1427.5020,610.9529,619.9309,602.8727,604.6683,878.4973,5.0000
1.1796,0.8203,1.0531,3.4865,2.2132,0.5595,561.1250,512.6438,694.8972,329.4926,512.6438,234.3258,5.0000
1.3686,1.4050,1.1316,4.2113,0.9724,0.5550,546.3113,566.0629,599.2815,331.2882,535.5377,200.6583,5.0000
1.5141,1.3178,0.9619,0.6122,1.3048,1.3375,558.4316,495.5856,615.4419,250.9351,469.1005,996.1091,5.0000
1.5273,0.7795,0.8538,0.8034,0.7198,0.8703,492.8922,211.4319,534.1910,248.6906,200.6583,1173.4246,5.0000
0.7716,0.6621,1.5697,2.4202,0.4831,1.1694,641.0292,678.2879,228.9390,442.1665,451.1445,701.1818,5.0000
0.7743,0.9049,0.9298,2.1534,0.8205,1.2896,537.7822,968.2773,735.2982,375.2804,971.4196,1177.4647,5.0000
0.7165,1.0610,0.6318,1.9384,0.7342,1.2721,597.0370,950.3213,295.8251,242.4060,162.9507,741.1339,5.0000
0.5303,0.5365,0.5591,2.4513,0.7245,0.8168,302.5586,236.1214,228.0412,350.5909,235.2236,423.3127,5.0000
1.0949,1.4729,3.4359,1.5474,2.1714,2.0483,757.2943,411.1924,281.9092,233.4280,597.0370,691.3060,5.0000
1.5063,3.0125,0.9633,1.1942,1.6488,1.6541,196.1693,471.3450,861.8880,702.5285,804.8777,650.0072,5.0000
0.8245,1.2615,1.1311,0.7819,1.0038,1.3903,1055.3639,519.8262,179.5600,197.5160,218.6143,429.1484,5.0000
1.0660,0.4760,0.9987,0.9482,1.0916,1.5538,269.3400,418.8237,732.6048,844.3809,738.8894,560.2272,5.0000
0.9808,1.6340,1.2439,0.9828,1.9087,0.9485,842.5853,811.1623,801.7354,506.8081,790.9618,1127.6368,5.0000
1.5304,1.2478,1.0557,0.7799,1.8079,1.1336,1238.9640,638.3358,1376.7763,972.3174,1256.0222,768.0679,5.0000
0.7315,1.0528,0.9764,2.0899,2.2244,1.9276,603.7705,751.0097,839.4430,174.6221,300.7630,701.6307,5.0000
0.5893,1.1264,1.1604,1.7147,1.1750,2.9869,231.1835,562.0228,977.2553,983.5399,622.1754,983.9888,5.0000
0.7813,1.1964,1.5071,2.2862,0.8283,1.4050,401.7655,596.5881,1115.0676,332.6349,957.5037,807.5711,5.0000
0.9007,0.9873,2.1822,2.0747,0.9075,1.1540,383.3606,462.3670,222.2055,220.8588,549.9025,1169.8334,5.0000
0.8687,1.7734,0.7442,2.6164,1.6363,0.6365,686.8170,156.2172,704.3241,414.3347,210.0852,920.2450,5.0000
0.6005,1.3359,0.6265,1.4041,0.8984,1.3333,158.4617,476.7318,566.5118,329.0437,875.8039,893.3110,5.0000
1.4204,1.2414,0.7593,1.6581,0.8637,1.1990,575.9387,1044.1414,165.6441,439.4731,773.0058,773.9036,5.0000
0.5803,1.1119,0.5501,2.4791,0.8909,2.0082,737.0938,605.5661,270.2378,275.6246,756.8454,694.8972,5.0000
